Employee_ID,Rank,Name,Branch,Pool,Entry_type,8_yr_avg_eval,Appointment_history,Training_history,Promotion_history,promotion_status,DOB,current_appointment,appointed_since
201380,Commander,Tuvok Reeves,Science,Near Earth,Cadet,81.65,"Instructor - Warp Technology Institute (25 OCT 2008 - 25 OCT 2013), Staff Officer R&D - Stealth Systems (25 OCT 2013 - 25 OCT 2017), Training Officer - Starfleet Engineering Academy / Post 8 (25 OCT 2018 -  )","Masters in Applied Sciences (25 OCT 2003 - 25 OCT 2005), PhD in Advanced Starfleet Sciences (25 OCT 2005 - 25 OCT 2008), Staff Course (Command and Staff College) (25 OCT 2017 - 25 SEP 2018)","Lieutenant (jg)(25 OCT 2003 - 25 OCT 2008), Lieutenant(25 OCT 2008 - 25 OCT 2013), Lieutenant Commander(25 OCT 2013 - 25 OCT 2018), Commander(25 OCT 2018 -  )",0,06/05/1936,Training Officer - Starfleet Engineering Academy / Post 8,25-Oct-18
201381,Commander,Soren Orrel,Engineering,Near Earth,Cadet,78.27,"Div Officer CS Gateway (27 FEB 2008 - 27 AUG 2012), Instructor - Enlisted Technical School (27 AUG 2012 - 27 AUG 2017), Head of Deptt ISS Pioneer (27 NOV 2017 - 27 AUG 2021), Dy Director R&D - Sensors and Communications / Post 7 (27 AUG 2022 -  )","Engineering Specialization Course (27 AUG 2007 - 27 FEB 2008), Head of Department Refresher Course (27 AUG 2017 - 27 NOV 2017), Staff Course (Command and Staff College) (27 AUG 2021 - 27 JUL 2022)","Lieutenant (jg)(27 AUG 2007 - 27 AUG 2012), Lieutenant(27 AUG 2012 - 27 AUG 2017), Lieutenant Commander(27 AUG 2017 - 27 AUG 2022), Commander(27 AUG 2022 -  )",0,06/08/1926,Dy Director R&D - Sensors and Communications / Post 7,27-Aug-22
201382,Captain,Nyota Reeves,Tactical Systems,Galactic,Graduate,70,"Div Officer CS Daedalus (21 JUN 2001 - 21 DEC 2005), Instructor - Systems Design College (21 DEC 2005 - 21 DEC 2008), Head of Deptt SS Gateway (21 MAR 2011 - 21 DEC 2014), Manager Starbase Support Command Gamma (21 DEC 2015 - 21 DEC 2020), Director SFHQ - Systems Integration / Post 3 (21 DEC 2020 -  )","Tactical Systems Specialization Course (21 DEC 2000 - 21 JUN 2001), Masters in Starship Engineering (21 DEC 2008 - 21 DEC 2010), Head of Department Refresher Course (21 DEC 2010 - 21 MAR 2011), Staff Course (Command and Staff College) (21 DEC 2014 - 21 NOV 2015)","Lieutenant (jg)(21 DEC 2000 - 21 DEC 2005), Lieutenant(21 DEC 2005 - 21 DEC 2010), Lieutenant Commander(21 DEC 2010 - 21 DEC 2015), Commander(21 DEC 2015 - 21 DEC 2020), Captain(21 DEC 2020 -  )",0,05/08/1928,Director SFHQ - Systems Integration / Post 3,21-Dec-20
201383,Captain,Keelan Marin,Engineering,Near Earth,Cadet,77.15,"Div Officer RS Pioneer (22 FEB 2000 - 22 AUG 2004), Instructor - Warp Technology Institute (22 AUG 2004 - 22 AUG 2007), Head of Deptt ISS Genesis (22 NOV 2009 - 22 AUG 2013), Staff Officer Field HQ - Engineering (22 AUG 2014 - 22 AUG 2019), General Manager Starbase Support Command Gamma / Post 3 (22 AUG 2019 -  )","Engineering Specialization Course (22 AUG 1999 - 22 FEB 2000), Masters in Starship Engineering (22 AUG 2007 - 22 AUG 2009), Head of Department Refresher Course (22 AUG 2009 - 22 NOV 2009), Staff Course (Command and Staff College) (22 AUG 2013 - 22 JUL 2014)","Lieutenant (jg)(22 AUG 1999 - 22 AUG 2004), Lieutenant(22 AUG 2004 - 22 AUG 2009), Lieutenant Commander(22 AUG 2009 - 22 AUG 2014), Commander(22 AUG 2014 - 22 AUG 2019), Captain(22 AUG 2019 -  )",0,09/05/1928,General Manager Starbase Support Command Gamma / Post 3,22-Aug-19
201384,Captain,Soren Tyre,Tactical Systems,Deep Space,Cadet,78.01,"Div Officer USS Eclipse (17 OCT 1998 - 17 APR 2003), Instructor - Starfleet Engineering Academy (17 APR 2003 - 17 APR 2008), Head of Deptt USS Meridian (17 JUL 2008 - 17 APR 2012), Dy Director SFHQ - Resource Management (17 APR 2013 - 17 APR 2018), Snr Staff Officer Field HQ - Tactical Systems / Post 5 (17 APR 2018 -  )","Tactical Systems Specialization Course (17 APR 1998 - 17 OCT 1998), Head of Department Refresher Course (17 APR 2008 - 17 JUL 2008), Staff Course (Command and Staff College) (17 APR 2012 - 17 MAR 2013)","Lieutenant (jg)(17 APR 1998 - 17 APR 2003), Lieutenant(17 APR 2003 - 17 APR 2008), Lieutenant Commander(17 APR 2008 - 17 APR 2013), Commander(17 APR 2013 - 17 APR 2018), Captain(17 APR 2018 -  )",0,06/11/1909,Snr Staff Officer Field HQ - Tactical Systems / Post 5,17-Apr-18
201385,Captain,Rian Eron,Engineering,Near Earth,Cadet,78.06,"Div Officer USS Horizon (13 JUL 2002 - 13 JAN 2007), Dy Manager Hull Repair Yard Beta (13 JAN 2007 - 13 JAN 2010), Head of Deptt CS Meridian (13 APR 2012 - 13 JAN 2016), Dy Director SFHQ - Systems Integration (13 JAN 2017 - 13 JAN 2022), General Manager Hull Repair Yard Alpha / Post 2 (13 JAN 2022 -  )","Engineering Specialization Course (13 JAN 2002 - 13 JUL 2002), Masters in Starship Engineering (13 JAN 2010 - 13 JAN 2012), Head of Department Refresher Course (13 JAN 2012 - 13 APR 2012), Staff Course (Command and Staff College) (13 JAN 2016 - 13 DEC 2016)","Lieutenant (jg)(13 JAN 2002 - 13 JAN 2007), Lieutenant(13 JAN 2007 - 13 JAN 2012), Lieutenant Commander(13 JAN 2012 - 13 JAN 2017), Commander(13 JAN 2017 - 13 JAN 2022), Captain(13 JAN 2022 -  )",0,08/10/1907,General Manager Hull Repair Yard Alpha / Post 2,13-Jan-22
201386,Captain,Varis Janus,Engineering,Galactic,Cadet,81.64,"Div Officer ISS Genesis (20 AUG 1998 - 20 FEB 2003), Dy Manager Hull Repair Yard Alpha (20 FEB 2003 - 20 FEB 2006), Head of Deptt SS Prometheus (20 MAY 2008 - 20 FEB 2012), Manager Systems Maintenance Group Prime (20 FEB 2013 - 20 FEB 2018), Snr Staff Officer Field HQ - Engineering / Post 4 (20 FEB 2018 -  )","Engineering Specialization Course (20 FEB 1998 - 20 AUG 1998), Masters in Starship Engineering (20 FEB 2006 - 20 FEB 2008), Head of Department Refresher Course (20 FEB 2008 - 20 MAY 2008), Staff Course (Command and Staff College) (20 FEB 2012 - 20 JAN 2013)","Lieutenant (jg)(20 FEB 1998 - 20 FEB 2003), Lieutenant(20 FEB 2003 - 20 FEB 2008), Lieutenant Commander(20 FEB 2008 - 20 FEB 2013), Commander(20 FEB 2013 - 20 FEB 2018), Captain(20 FEB 2018 -  )",0,22/12/1919,Snr Staff Officer Field HQ - Engineering / Post 4,20-Feb-18
201387,Captain,Rian Duran,Engineering,Near Earth,Cadet,76.22,"Div Officer RS Prometheus (04 NOV 1999 - 04 MAY 2004), Asst Manager Systems Maintenance Group Sigma (04 MAY 2004 - 04 MAY 2007), Head of Deptt CS Titan (04 AUG 2009 - 04 MAY 2013), Manager Planetary Repair Depot Two (04 MAY 2014 - 04 MAY 2019), Director SFHQ - Operations Analysis / Post 2 (04 MAY 2019 -  )","Engineering Specialization Course (04 MAY 1999 - 04 NOV 1999), Masters in Starship Engineering (04 MAY 2007 - 04 MAY 2009), Head of Department Refresher Course (04 MAY 2009 - 04 AUG 2009), Staff Course (Command and Staff College) (04 MAY 2013 - 04 APR 2014)","Lieutenant (jg)(04 MAY 1999 - 04 MAY 2004), Lieutenant(04 MAY 2004 - 04 MAY 2009), Lieutenant Commander(04 MAY 2009 - 04 MAY 2014), Commander(04 MAY 2014 - 04 MAY 2019), Captain(04 MAY 2019 -  )",0,29/01/1909,Director SFHQ - Operations Analysis / Post 2,04-May-19
201388,Captain,Korr Tal,Engineering,Near Earth,Cadet,74.3,"Div Officer SS Daedalus (25 SEP 1999 - 25 MAR 2004), Asst Manager Hull Repair Yard Beta (25 MAR 2004 - 25 MAR 2007), Head of Deptt RS Daedalus (25 JUN 2009 - 25 MAR 2013), Dy Director R&D - Hull Integrity (25 MAR 2014 - 25 MAR 2019), Director Planetary Repair Depot Two / Post 2 (25 MAR 2019 -  )","Engineering Specialization Course (25 MAR 1999 - 25 SEP 1999), Masters in Starship Engineering (25 MAR 2007 - 25 MAR 2009), Head of Department Refresher Course (25 MAR 2009 - 25 JUN 2009), Staff Course (Command and Staff College) (25 MAR 2013 - 25 FEB 2014)","Lieutenant (jg)(25 MAR 1999 - 25 MAR 2004), Lieutenant(25 MAR 2004 - 25 MAR 2009), Lieutenant Commander(25 MAR 2009 - 25 MAR 2014), Commander(25 MAR 2014 - 25 MAR 2019), Captain(25 MAR 2019 -  )",0,10/08/1908,Director Planetary Repair Depot Two / Post 2,25-Mar-19
201389,Captain,Lara Quinn,Engineering,Near Earth,Cadet,76.74,"Div Officer CS Genesis (01 DEC 2000 - 01 JUN 2005), Instructor - Systems Design College (01 JUN 2005 - 01 JUN 2010), Head of Deptt USS Eclipse (01 SEP 2010 - 01 JUN 2014), Dy Director R&D - Sensors and Communications (01 JUN 2015 - 01 JUN 2020), Director Starbase Support Command Delta / Post 5 (01 JUN 2020 -  )","Engineering Specialization Course (01 JUN 2000 - 01 DEC 2000), Head of Department Refresher Course (01 JUN 2010 - 01 SEP 2010), Staff Course (Command and Staff College) (01 JUN 2014 - 01 MAY 2015)","Lieutenant (jg)(01 JUN 2000 - 01 JUN 2005), Lieutenant(01 JUN 2005 - 01 JUN 2010), Lieutenant Commander(01 JUN 2010 - 01 JUN 2015), Commander(01 JUN 2015 - 01 JUN 2020), Captain(01 JUN 2020 -  )",0,19/02/1906,Director Starbase Support Command Delta / Post 5,01-Jun-20
201390,Captain,Varis Kell,Tactical Systems,Near Earth,Graduate,77.14,"Div Officer RS Horizon (17 JAN 2003 - 17 JUL 2007), Staff Officer Field HQ - Tactical Systems (17 JUL 2007 - 17 JUL 2010), Head of Deptt USS Prometheus (17 OCT 2012 - 17 JUL 2016), Manager Starbase Support Command Gamma (17 JUL 2017 - 17 JUL 2022), Director R&D - Stealth Systems / Post 4 (17 JUL 2022 -  )","Tactical Systems Specialization Course (17 JUL 2002 - 17 JAN 2003), Masters in Starship Engineering (17 JUL 2010 - 17 JUL 2012), Head of Department Refresher Course (17 JUL 2012 - 17 OCT 2012), Staff Course (Command and Staff College) (17 JUL 2016 - 17 JUN 2017)","Lieutenant (jg)(17 JUL 2002 - 17 JUL 2007), Lieutenant(17 JUL 2007 - 17 JUL 2012), Lieutenant Commander(17 JUL 2012 - 17 JUL 2017), Commander(17 JUL 2017 - 17 JUL 2022), Captain(17 JUL 2022 -  )",0,24/05/1902,Director R&D - Stealth Systems / Post 4,17-Jul-22
201391,Captain,Zorin Pax,Science,Near Earth,Graduate,81.54,"Staff Officer R&D - Energy Systems (19 JAN 2005 - 19 JAN 2010), Staff Officer R&D - Energy Systems (19 JAN 2010 - 19 JAN 2014), Training Officer - Advanced Systems College (19 JAN 2015 - 19 JAN 2020), Dean - Starfleet Engineering Academy / Post 3 (19 JAN 2020 -  )","Masters in Applied Sciences (19 JAN 2000 - 19 JAN 2002), PhD in Advanced Starfleet Sciences (19 JAN 2002 - 19 JAN 2005), Staff Course (Command and Staff College) (19 JAN 2014 - 19 DEC 2014)","Lieutenant (jg)(19 JAN 2000 - 19 JAN 2005), Lieutenant(19 JAN 2005 - 19 JAN 2010), Lieutenant Commander(19 JAN 2010 - 19 JAN 2015), Commander(19 JAN 2015 - 19 JAN 2020), Captain(19 JAN 2020 -  )",0,27/10/1908,Dean - Starfleet Engineering Academy / Post 3,19-Jan-20
201392,Captain,Varis Korin,Engineering,Near Earth,Cadet,75.29,"Div Officer SS Atlantis (12 JAN 2000 - 12 JUL 2004), Instructor - Warp Technology Institute (12 JUL 2004 - 12 JUL 2009), Head of Deptt SS Gateway (12 OCT 2009 - 12 JUL 2013), Dy Director R&D - Propulsion Systems (12 JUL 2014 - 12 JUL 2019), Director Systems Maintenance Group Sigma / Post 5 (12 JUL 2019 -  )","Engineering Specialization Course (12 JUL 1999 - 12 JAN 2000), Head of Department Refresher Course (12 JUL 2009 - 12 OCT 2009), Staff Course (Command and Staff College) (12 JUL 2013 - 12 JUN 2014)","Lieutenant (jg)(12 JUL 1999 - 12 JUL 2004), Lieutenant(12 JUL 2004 - 12 JUL 2009), Lieutenant Commander(12 JUL 2009 - 12 JUL 2014), Commander(12 JUL 2014 - 12 JUL 2019), Captain(12 JUL 2019 -  )",0,07/08/1907,Director Systems Maintenance Group Sigma / Post 5,12-Jul-19
201393,Captain,Bren Taran,Tactical Systems,Planetary Surface,Cadet,75.15,"Div Officer SS Atlantis (27 APR 2002 - 27 OCT 2006), Instructor - Enlisted Technical School (27 OCT 2006 - 27 OCT 2011), Head of Deptt CS Daedalus (27 JAN 2012 - 27 OCT 2015), Manager Dockyard Complex Two (27 OCT 2016 - 27 OCT 2021), General Manager Systems Maintenance Group Prime / Post 3 (27 OCT 2021 -  )","Tactical Systems Specialization Course (27 OCT 2001 - 27 APR 2002), Head of Department Refresher Course (27 OCT 2011 - 27 JAN 2012), Staff Course (Command and Staff College) (27 OCT 2015 - 27 SEP 2016)","Lieutenant (jg)(27 OCT 2001 - 27 OCT 2006), Lieutenant(27 OCT 2006 - 27 OCT 2011), Lieutenant Commander(27 OCT 2011 - 27 OCT 2016), Commander(27 OCT 2016 - 27 OCT 2021), Captain(27 OCT 2021 -  )",0,25/12/1926,General Manager Systems Maintenance Group Prime / Post 3,27-Oct-21
201394,Captain,Xan Neris,Tactical Systems,Near Earth,Cadet,73.64,"Div Officer ISS Gateway (23 MAR 1999 - 23 SEP 2003), Instructor - Systems Design College (23 SEP 2003 - 23 SEP 2006), Head of Deptt SS Prometheus (23 DEC 2008 - 23 SEP 2012), Dy Director R&D - Nanotech Repair (23 SEP 2013 - 23 SEP 2018), General Manager Dockyard Complex Two / Post 2 (23 SEP 2018 -  )","Tactical Systems Specialization Course (23 SEP 1998 - 23 MAR 1999), Masters in Starship Engineering (23 SEP 2006 - 23 SEP 2008), Head of Department Refresher Course (23 SEP 2008 - 23 DEC 2008), Staff Course (Command and Staff College) (23 SEP 2012 - 23 AUG 2013)","Lieutenant (jg)(23 SEP 1998 - 23 SEP 2003), Lieutenant(23 SEP 2003 - 23 SEP 2008), Lieutenant Commander(23 SEP 2008 - 23 SEP 2013), Commander(23 SEP 2013 - 23 SEP 2018), Captain(23 SEP 2018 -  )",0,21/11/1904,General Manager Dockyard Complex Two / Post 2,23-Sep-18
201395,Captain,Elaan Syl,Science,Near Earth,Cadet,77.43,"Instructor - Advanced Systems College (25 JAN 2005 - 25 JAN 2010), Staff Officer R&D - Stealth Systems (25 JAN 2010 - 25 JAN 2014), Training Officer - Warp Technology Institute (25 JAN 2015 - 25 JAN 2020), General Manager Systems Maintenance Group Sigma / Post 2 (25 JAN 2020 -  )","Masters in Applied Sciences (25 JAN 2000 - 25 JAN 2002), PhD in Advanced Starfleet Sciences (25 JAN 2002 - 25 JAN 2005), Staff Course (Command and Staff College) (25 JAN 2014 - 25 DEC 2014)","Lieutenant (jg)(25 JAN 2000 - 25 JAN 2005), Lieutenant(25 JAN 2005 - 25 JAN 2010), Lieutenant Commander(25 JAN 2010 - 25 JAN 2015), Commander(25 JAN 2015 - 25 JAN 2020), Captain(25 JAN 2020 -  )",0,23/10/1926,General Manager Systems Maintenance Group Sigma / Post 2,25-Jan-20
201396,Captain,Tessa Kell,Science,Near Earth,Cadet,74.79,"Instructor - Fleet Technical Training Center (13 MAR 2006 - 13 MAR 2011), Instructor - Warp Technology Institute (13 MAR 2011 - 13 MAR 2015), Training Officer - Fleet Technical Training Center (13 MAR 2016 - 13 MAR 2021), Director R&D - Deflector Shields / Post 2 (13 MAR 2021 -  )","Masters in Applied Sciences (13 MAR 2001 - 13 MAR 2003), PhD in Advanced Starfleet Sciences (13 MAR 2003 - 13 MAR 2006), Staff Course (Command and Staff College) (13 MAR 2015 - 13 FEB 2016)","Lieutenant (jg)(13 MAR 2001 - 13 MAR 2006), Lieutenant(13 MAR 2006 - 13 MAR 2011), Lieutenant Commander(13 MAR 2011 - 13 MAR 2016), Commander(13 MAR 2016 - 13 MAR 2021), Captain(13 MAR 2021 -  )",0,22/06/1908,Director R&D - Deflector Shields / Post 2,13-Mar-21
201397,Captain,Bren Quinn,Engineering,Deep Space,Cadet,75.31,"Div Officer USS Vanguard (11 MAY 1999 - 11 NOV 2003), Instructor - Enlisted Technical School (11 NOV 2003 - 11 NOV 2008), Head of Deptt ISS Titan (11 FEB 2009 - 11 NOV 2012), Dy Director SFHQ - Resource Management (11 NOV 2013 - 11 NOV 2018), Snr Staff Officer Field HQ - Engineering / Post 5 (11 NOV 2018 -  )","Engineering Specialization Course (11 NOV 1998 - 11 MAY 1999), Head of Department Refresher Course (11 NOV 2008 - 11 FEB 2009), Staff Course (Command and Staff College) (11 NOV 2012 - 11 OCT 2013)","Lieutenant (jg)(11 NOV 1998 - 11 NOV 2003), Lieutenant(11 NOV 2003 - 11 NOV 2008), Lieutenant Commander(11 NOV 2008 - 11 NOV 2013), Commander(11 NOV 2013 - 11 NOV 2018), Captain(11 NOV 2018 -  )",0,18/04/1905,Snr Staff Officer Field HQ - Engineering / Post 5,11-Nov-18
201398,Captain,Quell Dax,Science,Near Earth,Cadet,76.09,"Instructor - Starfleet Hull School (20 MAY 2005 - 20 MAY 2010), Training Officer - Advanced Systems College (20 MAY 2010 - 20 MAY 2014), Dy Director R&D - Propulsion Systems (20 MAY 2015 - 20 MAY 2020), Dean - Enlisted Technical School / Post 3 (20 MAY 2020 -  )","Masters in Applied Sciences (20 MAY 2000 - 20 MAY 2002), PhD in Advanced Starfleet Sciences (20 MAY 2002 - 20 MAY 2005), Staff Course (Command and Staff College) (20 MAY 2014 - 20 APR 2015)","Lieutenant (jg)(20 MAY 2000 - 20 MAY 2005), Lieutenant(20 MAY 2005 - 20 MAY 2010), Lieutenant Commander(20 MAY 2010 - 20 MAY 2015), Commander(20 MAY 2015 - 20 MAY 2020), Captain(20 MAY 2020 -  )",0,19/01/1907,Dean - Enlisted Technical School / Post 3,20-May-20
201399,Captain,Quell Vant,Science,Galactic,Cadet,77.33,"Staff Officer R&D - Stealth Systems (16 FEB 2003 - 16 FEB 2008), Instructor - Warp Technology Institute (16 FEB 2008 - 16 FEB 2012), Training Officer - Warp Technology Institute (16 FEB 2013 - 16 FEB 2018), Director R&D - Hull Integrity / Post 5 (16 FEB 2018 -  )","Masters in Applied Sciences (16 FEB 1998 - 16 FEB 2000), PhD in Advanced Starfleet Sciences (16 FEB 2000 - 16 FEB 2003), Staff Course (Command and Staff College) (16 FEB 2012 - 16 JAN 2013)","Lieutenant (jg)(16 FEB 1998 - 16 FEB 2003), Lieutenant(16 FEB 2003 - 16 FEB 2008), Lieutenant Commander(16 FEB 2008 - 16 FEB 2013), Commander(16 FEB 2013 - 16 FEB 2018), Captain(16 FEB 2018 -  )",2,11/01/1906,Director R&D - Hull Integrity / Post 5,16-Feb-18
201400,Captain,Rysa Gant,Engineering,Galactic,Graduate,77.82,"Div Officer SS Daedalus (28 NOV 2002 - 28 MAY 2007), Instructor - Warp Technology Institute (28 MAY 2007 - 28 MAY 2010), Head of Deptt USS Hermes (28 AUG 2012 - 28 MAY 2016), Staff Officer Field HQ - Engineering (28 MAY 2017 - 28 MAY 2022), General Manager Starbase Support Command Gamma / Post 4 (28 MAY 2022 -  )","Engineering Specialization Course (28 MAY 2002 - 28 NOV 2002), Masters in Starship Engineering (28 MAY 2010 - 28 MAY 2012), Head of Department Refresher Course (28 MAY 2012 - 28 AUG 2012), Staff Course (Command and Staff College) (28 MAY 2016 - 28 APR 2017)","Lieutenant (jg)(28 MAY 2002 - 28 MAY 2007), Lieutenant(28 MAY 2007 - 28 MAY 2012), Lieutenant Commander(28 MAY 2012 - 28 MAY 2017), Commander(28 MAY 2017 - 28 MAY 2022), Captain(28 MAY 2022 -  )",0,25/06/1918,General Manager Starbase Support Command Gamma / Post 4,28-May-22
201401,Captain,T'Len Syl,Science,Near Earth,Cadet,74.59,"Instructor - Fleet Technical Training Center (11 OCT 2007 - 11 OCT 2012), Staff Officer Field HQ - Science (11 OCT 2012 - 11 OCT 2016), Dy Director R&D - Plasma Systems (11 OCT 2017 - 11 OCT 2022), Dean - Starfleet Science Academy / Post 2 (11 OCT 2022 -  )","Masters in Applied Sciences (11 OCT 2002 - 11 OCT 2004), PhD in Advanced Starfleet Sciences (11 OCT 2004 - 11 OCT 2007), Staff Course (Command and Staff College) (11 OCT 2016 - 11 SEP 2017)","Lieutenant (jg)(11 OCT 2002 - 11 OCT 2007), Lieutenant(11 OCT 2007 - 11 OCT 2012), Lieutenant Commander(11 OCT 2012 - 11 OCT 2017), Commander(11 OCT 2017 - 11 OCT 2022), Captain(11 OCT 2022 -  )",0,15/01/1931,Dean - Starfleet Science Academy / Post 2,11-Oct-22
201402,Captain,Nyota Kell,Science,Near Earth,Graduate,75.52,"Staff Officer R&D - Tactical AI (01 OCT 2003 - 01 OCT 2008), Staff Officer R&D - Stealth Systems (01 OCT 2008 - 01 OCT 2012), Training Officer - Warp Technology Institute (01 OCT 2013 - 01 OCT 2018), Director R&D - Hull Integrity / Post 6 (01 OCT 2018 -  )","Masters in Applied Sciences (01 OCT 1998 - 01 OCT 2000), PhD in Advanced Starfleet Sciences (01 OCT 2000 - 01 OCT 2003), Staff Course (Command and Staff College) (01 OCT 2012 - 01 SEP 2013)","Lieutenant (jg)(01 OCT 1998 - 01 OCT 2003), Lieutenant(01 OCT 2003 - 01 OCT 2008), Lieutenant Commander(01 OCT 2008 - 01 OCT 2013), Commander(01 OCT 2013 - 01 OCT 2018), Captain(01 OCT 2018 -  )",0,21/02/1928,Director R&D - Hull Integrity / Post 6,01-Oct-18
201403,Captain,Kara Zal,Tactical Systems,Deep Space,Cadet,74.45,"Div Officer RS Atlantis (11 AUG 2002 - 11 FEB 2007), Instructor - Starfleet Science Academy (11 FEB 2007 - 11 FEB 2010), Head of Deptt ISS Pioneer (11 MAY 2012 - 11 FEB 2016), Training Officer - Starfleet Hull School (11 FEB 2017 - 11 FEB 2022), Director SFHQ - Fleet Readiness / Post 5 (11 FEB 2022 -  )","Tactical Systems Specialization Course (11 FEB 2002 - 11 AUG 2002), Masters in Starship Engineering (11 FEB 2010 - 11 FEB 2012), Head of Department Refresher Course (11 FEB 2012 - 11 MAY 2012), Staff Course (Command and Staff College) (11 FEB 2016 - 11 JAN 2017)","Lieutenant (jg)(11 FEB 2002 - 11 FEB 2007), Lieutenant(11 FEB 2007 - 11 FEB 2012), Lieutenant Commander(11 FEB 2012 - 11 FEB 2017), Commander(11 FEB 2017 - 11 FEB 2022), Captain(11 FEB 2022 -  )",0,21/03/1930,Director SFHQ - Fleet Readiness / Post 5,11-Feb-22
201404,Captain,Jorah Vant,Science,Near Earth,Cadet,79.98,"Staff Officer R&D - Quantum Computing (11 MAY 2003 - 11 MAY 2008), Instructor - Advanced Systems College (11 MAY 2008 - 11 MAY 2012), Dy Director R&D - Energy Systems (11 MAY 2013 - 11 MAY 2018), Dean - Systems Design College / Post 3 (11 MAY 2018 -  )","Masters in Applied Sciences (11 MAY 1998 - 11 MAY 2000), PhD in Advanced Starfleet Sciences (11 MAY 2000 - 11 MAY 2003), Staff Course (Command and Staff College) (11 MAY 2012 - 11 APR 2013)","Lieutenant (jg)(11 MAY 1998 - 11 MAY 2003), Lieutenant(11 MAY 2003 - 11 MAY 2008), Lieutenant Commander(11 MAY 2008 - 11 MAY 2013), Commander(11 MAY 2013 - 11 MAY 2018), Captain(11 MAY 2018 -  )",0,22/06/1904,Dean - Systems Design College / Post 3,11-May-18
